"ID","pred_MonthlyIncome"
1092,5859.29559937089
1093,9369.25493681002
1094,5758.32348476546
1095,6044.36409528228
1096,6165.55779754755
1097,3331.25629005263
1098,2058.21100502655
1099,2265.43478731695
1100,6235.13511974889
1101,17466.0668671228
1102,5973.08967385718
1103,5967.32823072303
1104,12126.7360804566
1105,2954.46929492533
1106,2600.79029580353
1107,2316.82194476222
1108,6234.08830193155
1109,5330.70855716058
1110,6244.48082477688
1111,6288.33943252038
1112,10200.603703713
1113,9702.65031450511
1114,6998.54841167262
1115,10464.6193277676
1116,2490.54821383147
1117,7289.79779488054
1118,5962.41374912431
1119,11024.2687849631
1120,2184.64265299924
1121,10741.1271607594
1122,15890.7348945587
1123,6026.28299645957
1124,13934.5602745989
1125,2477.63885995815
1126,2134.23309395415
1127,2586.7153063778
1128,5851.166768301
1129,14547.671555848
1130,2196.63220605244
1131,9946.71343601935
1132,14376.4378578949
1133,6367.65892549876
1134,2227.21148179523
1135,2449.27188711953
1136,2487.09090958698
1137,3162.34031861082
1138,6212.50260701371
1139,10017.0074957742
1140,13098.1898662926
1141,5648.20147131643
1142,6114.6950205131
1143,10714.6013839086
1144,6166.93885548087
1145,6780.30763558949
1146,6006.48378910761
1147,6237.76862260031
1148,2415.5483417686
1149,2434.97436111281
1150,5842.47970316283
1151,2107.47332949037
1152,6125.67022409023
1153,6883.3510997058
1154,2032.25102163951
1155,5772.11290070123
1156,14901.0419559396
1157,2416.79280641547
1158,7380.69607299556
1159,1934.98068960374
1160,6017.74067589812
1161,2206.1054335729
1162,10395.2396506285
1163,1699.22772347894
1164,10309.3878414787
1165,1921.72708968448
1166,1903.04510707316
1167,10379.0805089109
1168,5952.43651346372
1169,2450.0652260233
1170,2070.04269438047
